 , C00, C05, C17, C26, C31, C32, C34, C36, C37, C39, C41
Time(s)/Cell Status, undecided, undecided, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
22.2,0.1951159,0.1156806,0.8187721,0.2213771,0.5561244,0.5245028,0.08998957,0.2111838,0.4069872,0,0.1872182
22.3,0.1865837,0.1106781,0.7926812,0.2873185,0.5399287,0.5024494,0.08635177,0.3532738,0.3929232,0,0.1796151
22.4,0.2511725,0.105892,0.7864833,0.2755327,0.5177834,0.4813232,0.08286102,0.3387483,0.3849142,0,0.2058151
22.5,0.3555811,0.1013129,0.7536313,0.2845737,0.5562683,0.4610853,0.07951139,0.32482,0.3982966,0,0.1974568
22.6,0.7468743,0.1216571,0.7744311,0.2729006,0.625019,0.4416983,0.07629716,0.3114643,0.4152621,0,0.1894379
22.7,0.8637155,0.1163963,0.7813287,0.2617062,0.5993837,0.4231265,0.07321287,0.2986578,0.398237,0,0.1817447
22.8,1.304314,0.1480316,0.748692,0.2509711,0.5747998,0.4053356,0.07025327,0.2863779,0.397483,0,0.1878055
22.9,1.267591,0.1416302,0.74457,0.2604452,0.5810206,0.3882927,0.0674133,0.2746029,0.3811868,0,0.1801786
23,1.359264,0.1616569,0.7134688,0.2497618,0.557309,0.4010996,0.06468813,0.263312,0.4576777,0,0.1728614
23.1,1.397041,0.1546663,0.6836666,0.270123,0.5436419,0.4426869,0.06207313,0.2524855,0.4389136,0,0.1658414
23.2,1.57088,0.1649211,0.7833781,0.2590426,0.5213442,0.4240735,0.05956385,0.242104,0.4209189,0,0.1591064
23.3,1.512784,0.1577893,0.7506558,0.2484167,0.6324514,0.4062428,0.057156,0.347143,0.4036619,0,0.1532031
23.4,1.45674,0.150966,0.7193003,0.2382267,0.6337528,0.3891618,0.05484548,0.3328696,0.3871124,0,0.1883386
23.5,1.546058,0.1444377,0.7088752,0.2284547,0.6236861,0.3727989,0.05262837,0.319183,0.3712414,0,0.2353266
23.6,1.478451,0.1381917,0.6919845,0.2190835,0.5981054,0.3571241,0.05050088,0.3060591,0.3560211,0,0.2257698
23.7,1.459405,0.1322159,0.7400457,0.2100968,0.5735739,0.4280531,0.0484594,0.2934749,0.3450223,0,0.2166011
23.8,1.405885,0.1264984,0.7117352,0.2014786,0.5500486,0.410055,0.04650044,0.2814081,0.385208,0,0.2078048
23.9,1.385699,0.1210282,0.729984,0.193214,0.6325297,0.3928137,0.04462067,0.2698374,0.3694151,0,0.1993657
24,1.483922,0.1157945,0.6994921,0.2811762,0.6065863,0.3762973,0.0428169,0.2933924,0.3542697,0,0.1912693
24.1,1.522414,0.1107872,0.6702738,0.2925276,0.5817069,0.3604753,0.04108604,0.281329,0.3397452,0,0.1835017
24.2,1.455841,0.117971,0.6422759,0.3091438,0.6100612,0.3819482,0.03942515,0.2697616,0.4281757,0,0.1760496
24.3,1.392179,0.1128695,0.7207279,0.2964627,0.5850393,0.4168409,0.0378314,0.269506,0.4106211,0,0.2151926
24.4,1.382711,0.1079886,0.6906225,0.2848832,0.5610437,0.4345267,0.03630207,0.3198227,0.4276549,0,0.2064534
24.5,1.362435,0.1154234,0.6617746,0.2731974,0.5686558,0.4162564,0.03483457,0.3066726,0.4101217,0,0.2182649
24.6,1.364431,0.1733127,0.6361175,0.2619908,0.5453323,0.3987544,0.0334264,0.2940631,0.397837,0,0.2121013
24.7,1.304766,0.1658181,0.7631114,0.251244,0.5229653,0.3918245,0.03207515,0.2819721,0.3815264,0,0.2034877
24.8,1.24771,0.1586476,0.7312356,0.2409381,0.5015156,0.3753497,0.03077852,0.2703782,0.3658844,0,0.2087131
24.9,1.342287,0.1517871,0.7006913,0.2310548,0.557349,0.3595676,0.02953431,0.2766417,0.3508837,0,0.2002371
25,1.28359,0.1452233,0.7467689,0.248788,0.5344891,0.3444491,0.02834039,0.265267,0.336498,0,0.1921053
25.1,1.282983,0.1389434,0.7155758,0.2385828,0.6546132,0.3866647,0.02719474,0.25436,0.3298134,0,0.2043871
25.2,1.343873,0.1477817,0.7319216,0.2287962,0.627764,0.3704068,0.0260954,0.298497,0.3162915,0,0.2209997
25.3,1.285107,0.1413911,0.8812012,0.219411,0.6020162,0.4099292,0.0250405,0.2882507,0.3033241,0,0.2292211
25.4,1.228911,0.1352769,0.8443928,0.2162726,0.5773243,0.3926932,0.02402825,0.2763987,0.2908883,0,0.2199123
25.5,1.186285,0.1294271,0.9966577,0.2240898,0.5726894,0.3925519,0.02305691,0.265034,0.4359492,0,0.2109815
25.6,1.134411,0.1291071,1.045848,0.2214575,0.5706356,0.3760465,0.02212484,0.2541366,0.4257539,0,0.2024134
25.7,1.195996,0.1235241,1.119653,0.2317939,0.5635711,0.3792575,0.02123045,0.2436873,0.4082986,0,0.1941932
25.8,1.265623,0.1181825,1.160904,0.2222857,0.5404561,0.3633111,0.02037222,0.2402011,0.391559,0,0.1863069
25.9,1.210279,0.1130719,1.242448,0.2131676,0.5213478,0.3480352,0.01954868,0.2303247,0.3755057,0,0.1787408
26,1.157355,0.1081823,1.318895,0.214768,0.507309,0.3334015,0.01875843,0.2208544,0.3601106,0,0.171482
26.1,1.162625,0.1108793,1.689339,0.2059582,0.4865015,0.3425177,0.01800012,0.2117736,0.3453466,0,0.2278164
26.2,1.251526,0.1325807,1.655397,0.2381739,0.6065249,0.3281161,0.01727247,0.3337641,0.3482064,0,0.2185646
26.3,1.196799,0.1268474,1.98352,0.228404,0.5816481,0.31432,0.01657424,0.3200407,0.3533558,0,0.2230494
26.4,1.144464,0.1213621,2.031543,0.2507256,0.5577917,0.305948,0.01590423,0.3068816,0.3388688,0,0.2139912
26.5,1.094418,0.116114,2.362126,0.2404409,0.536518,0.3335286,0.01526131,0.2942636,0.3720008,0,0.223406
26.6,1.046561,0.1110929,2.591856,0.2305781,0.6026344,0.3267289,0.01464437,0.2821643,0.3567494,0,0.2143333
26.7,1.12382,0.1212456,2.748835,0.2211198,0.5779171,0.3129912,0.01405238,0.3604732,0.3421232,0,0.2056291
26.8,1.074677,0.1283747,2.762821,0.2120495,0.5941159,0.299831,0.01348431,0.3456516,0.3364874,0,0.1972783
26.9,1.116589,0.1228233,2.928692,0.2044674,0.569748,0.3159649,0.01293921,0.3314394,0.322692,0,0.1892667
27,1.080584,0.117512,3.14768,0.2333781,0.5463796,0.3026797,0.01241615,0.3178117,0.3246819,0,0.2069185
27.1,1.033332,0.1124304,3.046162,0.2615437,0.5239697,0.2945499,0.01191423,0.3047442,0.3606724,0,0.2162266
27.2,1.039402,0.1075685,2.918921,0.2508152,0.5024788,0.2821652,0.0114326,0.3100193,0.3829696,0,0.2074455
27.3,0.9939502,0.1029169,3.028809,0.2405268,0.5461197,0.2976057,0.01097044,0.2972722,0.3815894,0,0.199021
27.4,1.015957,0.09846643,3.06412,0.2306604,0.5706966,0.2951938,0.01052697,0.3759561,0.3659449,0,0.2643079
27.5,0.9715306,0.1146239,3.192277,0.2211988,0.5629494,0.2827819,0.01010142,0.3604979,0.3509417,0,0.2535742
27.6,0.9290469,0.1096671,3.058933,0.2121253,0.5398598,0.270892,0.009693069,0.3456753,0.3845911,0,0.2432763
27.7,0.8884209,0.1185664,3.097141,0.2114488,0.5855049,0.2775775,0.00930123,0.3314621,0.3688235,0,0.2333967
27.8,0.9058344,0.1134392,3.205956,0.2027753,0.5614902,0.2659063,0.008925231,0.3178334,0.3537023,0,0.2239183
27.9,0.8662235,0.1085337,3.137731,0.2304882,0.5384605,0.2547259,0.008564432,0.304765,0.3392011,0,0.2148248
28,0.8639334,0.1038404,3.006665,0.2210336,0.5892139,0.2440156,0.008218218,0.368968,0.3492577,0,0.2061006
28.1,0.9206736,0.09934995,3.28813,0.2119669,0.5650471,0.2415355,0.007885999,0.3537971,0.3349387,0,0.1977307
28.2,0.8804138,0.1148258,3.238484,0.203272,0.5418715,0.2313799,0.00756721,0.3392501,0.3281545,0,0.2286679
28.3,0.8419145,0.1098604,3.28939,0.2251139,0.5499709,0.2216512,0.007261307,0.3253011,0.3147007,0,0.2193815
28.4,0.8114389,0.1051096,3.231473,0.2158798,0.5616178,0.2123315,0.006967771,0.3119257,0.3017985,0,0.2104723
28.5,0.7759558,0.1084317,3.349339,0.2070244,0.5385829,0.2034038,0.006686101,0.2991003,0.2894252,0,0.2066302
28.6,0.7945163,0.1037427,3.209434,0.1985323,0.5164927,0.1948514,0.006415817,0.3466948,0.3341084,0,0.1982388
28.7,0.7597731,0.09925652,3.088941,0.1903886,0.4953085,0.1866586,0.006156459,0.363277,0.3204105,0,0.2112067
28.8,0.7689255,0.09496433,3.142704,0.1825789,0.5612828,0.1788103,0.005907586,0.3483402,0.3072742,0,0.2070081
28.9,0.7353014,0.1421987,3.080397,0.1777986,0.5445182,0.1712919,0.005668774,0.3340174,0.3132487,0,0.1986013
29,0.8086591,0.1360495,3.291726,0.1705053,0.5221846,0.1640897,0.005439615,0.3202837,0.3383195,0,0.190536
29.1,0.7732975,0.1301663,3.154228,0.1635112,0.5921545,0.1571904,0.005219721,0.3071145,0.3244489,0,0.1827982
29.2,0.7394823,0.1245374,3.164479,0.1658041,0.5678671,0.1505811,0.005008715,0.2944869,0.3538242,0,0.1964994
29.3,0.7071457,0.119152,3.27553,0.1590029,0.5852566,0.1442497,0.004806239,0.2823785,0.339318,0,0.1885194
29.4,0.6762232,0.1271143,3.196499,0.1652564,0.5612521,0.1537225,0.004611948,0.3606606,0.3254065,0,0.1942131
29.5,0.683222,0.1265644,3.124444,0.1584776,0.5382321,0.147259,0.004425512,0.3458313,0.3229074,0,0.2555555
29.6,0.6533456,0.1210914,2.993933,0.1519769,0.6327358,0.1410673,0.004246612,0.335565,0.3096687,0,0.2451772
29.7,0.6247757,0.115855,3.093075,0.1457429,0.6067839,0.157888,0.004074944,0.3217676,0.3135718,0,0.2352203
29.8,0.6153356,0.110845,3.202674,0.1397645,0.5818965,0.1512494,0.003910215,0.3085375,0.3629121,0,0.2256679
29.9,0.5884278,0.1060517,3.068896,0.1411721,0.59918,0.1448899,0.003752146,0.2958513,0.3480333,0,0.2165033
30,0.5626967,0.1014656,2.998008,0.1415578,0.5746045,0.1387978,0.003600466,0.4123397,0.3337645,0,0.207711
30.1,0.5876985,0.09707793,3.08607,0.1357512,0.5510369,0.1329619,0.003454919,0.3953856,0.3303792,0,0.1992757
30.2,0.6405341,0.09287995,3.121649,0.1377944,0.5492203,0.1273713,0.003315255,0.3791285,0.3168342,0,0.2024759
30.3,0.6125244,0.1148131,3.156473,0.1321421,0.5266938,0.1220158,0.003181236,0.3635399,0.3199843,0,0.2535736
30.4,0.5857395,0.1098482,3.024625,0.1650452,0.5247112,0.1168855,0.003052636,0.3485922,0.3068655,0,0.2432758
30.5,0.5601259,0.105098,3.150962,0.1626028,0.5061868,0.1119709,0.002929234,0.3342591,0.2942845,0,0.2333962
30.6,0.5356323,0.1005532,3.02543,0.1559328,0.5739843,0.1072629,0.00281082,0.3205154,0.2822193,0,0.2239178
30.7,0.5834931,0.1131912,2.899055,0.1495365,0.5774623,0.1027529,0.002697194,0.331887,0.2743744,0,0.2472246
30.8,0.5579777,0.1082964,2.83327,0.1827617,0.5537775,0.09843253,0.002588161,0.3182408,0.3083659,0,0.2469211
30.9,0.6339819,0.1428339,2.830019,0.1752649,0.5310642,0.0942938,0.002483535,0.3051557,0.2957234,0,0.2368935
31,0.6062587,0.1366573,2.739791,0.1680755,0.5247347,0.09032908,0.002383139,0.3445081,0.2835992,0,0.2272731
31.1,0.6007809,0.1307477,2.903948,0.1611811,0.5884447,0.08653107,0.002286801,0.3303429,0.307595,0,0.2180433
31.2,0.5745096,0.1250938,2.782648,0.1545695,0.5643094,0.08289275,0.002194358,0.3167602,0.2949841,0,0.2091884
31.3,0.5839496,0.1196843,2.875684,0.1482291,0.5411641,0.07940742,0.002105652,0.303736,0.2828902,0,0.2006931
31.4,0.6075704,0.1145087,2.772747,0.1421487,0.5813565,0.07606862,0.002020531,0.2912473,0.2863906,0,0.1925428
31.5,0.627524,0.109557,2.817588,0.1580005,0.557512,0.07287022,0.001938852,0.3546349,0.308788,0,0.1847235
31.6,0.6477472,0.1125213,2.730072,0.1515193,0.5346454,0.06980629,0.001860474,0.3432648,0.2961282,0,0.1772218
31.7,0.6194221,0.1076555,2.616035,0.1709859,0.5417757,0.06687119,0.001785265,0.3291508,0.3293044,0,0.1700247
31.8,0.5923356,0.1030001,2.64081,0.1639721,0.5618102,0.0640595,0.001713097,0.3156171,0.323486,0,0.1729513
31.9,0.6200024,0.1081029,2.70408,0.157246,0.5537575,0.06136603,0.001643845,0.3026399,0.3595092,0,0.1659276
32,0.5928906,0.1034282,2.591128,0.1507958,0.531045,0.05878581,0.001577393,0.2901962,0.3447699,0,0.1591892
32.1,0.5669643,0.09895562,2.577299,0.1834113,0.565986,0.05631408,0.001513628,0.3037178,0.3306349,0,0.1923371
32.2,0.6353006,0.09467644,2.671217,0.1758878,0.5543224,0.05394628,0.00145244,0.2912298,0.3170794,0,0.1845261
32.3,0.6425788,0.1126583,2.559638,0.1686729,0.6078561,0.05167803,0.001393725,0.2894293,0.3040797,0,0.1770324
32.4,0.6144797,0.1077865,2.461733,0.161754,0.5829247,0.04950516,0.001337384,0.2775288,0.2916129,0,0.1954315
32.5,0.6219542,0.1031255,2.388868,0.1551189,0.5590159,0.04742365,0.001283321,0.2661176,0.2796572,0,0.1874949
32.6,0.594757,0.09866598,2.355428,0.148756,0.5360877,0.04542965,0.001231443,0.2996183,0.2681917,0,0.1798806
32.7,0.568749,0.09439933,2.264114,0.142654,0.5660868,0.0435195,0.001181662,0.2872989,0.316139,0,0.1725755
32.8,0.5468099,0.09971578,2.418795,0.1368024,0.5730933,0.04168966,0.001133894,0.3167624,0.3031778,0,0.1739385
32.9,0.5228986,0.1281909,2.379302,0.1311908,0.5996931,0.03993677,0.001088056,0.3644106,0.3037442,0,0.1668747
33,0.500033,0.1226475,2.279917,0.1258093,0.5750964,0.03825757,0.001044072,0.3691241,0.2912912,0,0.1600978
33.1,0.4987643,0.1173438,2.388981,0.1717881,0.5638773,0.03664898,0.001001866,0.3953832,0.3175968,0,0.1535961
33.2,0.476954,0.1122695,2.289192,0.1647414,0.5966849,0.03510802,0.000961366,0.3791263,0.3091593,0,0.1473585
33.3,0.5647237,0.1074146,2.296094,0.1579837,0.5722116,0.03363186,0.000922503,0.3635377,0.2964843,0,0.1413741
33.4,0.5751249,0.1027696,2.200184,0.1753459,0.5487422,0.03221776,0.000885211,0.3789554,0.2843289,0,0.1356328
33.5,0.5499755,0.09832548,2.290024,0.1681533,0.5262354,0.03086312,0.000849426,0.3633738,0.3283246,0,0.1715389
33.6,0.5259258,0.09407355,2.194368,0.1612557,0.5737963,0.02956544,0.000815089,0.348433,0.3148638,0,0.1645726
33.7,0.5029277,0.09000549,2.210226,0.154641,0.5816276,0.02832232,0.000782139,0.3341065,0.3019549,0,0.1578892
33.8,0.4809353,0.09974778,2.117903,0.1482977,0.5696792,0.02713147,0.000750521,0.320369,0.3006583,0,0.1514772
33.9,0.4599047,0.1153996,2.158457,0.1422145,0.5463136,0.02599069,0.000720182,0.3071964,0.2883318,0,0.1453256
34,0.4397936,0.1134728,2.068296,0.1363809,0.5950482,0.02489787,0.000691068,0.2945654,0.2765107,0,0.1811188
34.1,0.4344271,0.1085658,2.060947,0.1357078,0.5706421,0.02385101,0.000663132,0.345158,0.2651742,0,0.1737634
34.2,0.4154302,0.1038711,1.974859,0.1301411,0.5472371,0.02284816,0.000636325,0.3309661,0.3079956,0,0.1667067
34.3,0.3972639,0.09937932,1.892368,0.1248027,0.555164,0.02188748,0.000610602,0.4369234,0.2953683,0,0.1599366
34.4,0.5077242,0.09508182,1.984949,0.1196833,0.5873849,0.02096719,0.000585919,0.4189584,0.2832586,0,0.1534415
34.5,0.4855221,0.09097017,1.902037,0.1217221,0.5632932,0.0200856,0.000562233,0.4017321,0.2716455,0.03774442,0.1472101
34.6,0.4642909,0.0870363,1.859645,0.1167291,0.5616875,0.01924107,0.000539505,0.4357978,0.2605085,0.03619201,0.1423286
34.7,0.4994855,0.08327256,1.781966,0.1516082,0.5386497,0.01843205,0.000517696,0.4178791,0.2498281,0.03470346,0.1365486
34.8,0.4776436,0.07967157,1.707532,0.1517435,0.5408656,0.01765705,0.000496768,0.4006971,0.2395855,0.03327613,0.1310032
34.9,0.4567569,0.07622629,1.636207,0.145519,0.6127548,0.01691464,0.000476686,0.3842217,0.3043258,0.0319075,0.1256831
35,0.4527972,0.07293002,1.681688,0.1395499,0.6632069,0.01620344,0.000457416,0.4108674,0.2918489,0.03059516,0.120579
35.1,0.4611538,0.06977627,1.663033,0.1338256,0.6360052,0.01552214,0.000438925,0.3939737,0.2798836,0.0293368,0.1429081
35.2,0.4409882,0.09682544,1.593567,0.1283361,0.6099193,0.01486949,0.000421182,0.4355974,0.2684088,0.0281302,0.1495521
35.3,0.4217043,0.09263838,1.568639,0.1313399,0.6038265,0.01424429,0.000404156,0.417687,0.2574045,0.02697322,0.1434787
35.4,0.4073832,0.08863238,1.537435,0.1259523,0.6025409,0.01364536,0.000387818,0.4005129,0.2468513,0.03912874,0.1376519
35.5,0.413578,0.08479962,1.563877,0.1207858,0.5778275,0.01307163,0.000372141,0.4901152,0.2645927,0.0600011,0.1320617
35.6,0.3954928,0.08113259,1.594672,0.1158312,0.6324821,0.01252201,0.000357097,0.4699631,0.2863523,0.06049441,0.1266986
35.7,0.3781984,0.07762415,1.538329,0.1110798,0.6065406,0.01199551,0.000342661,0.4506396,0.2746123,0.05800631,0.1643192
35.8,0.3616603,0.1149024,1.474072,0.1065234,0.64538,0.01149114,0.000328809,0.4321107,0.2633536,0.07511398,0.1576461
35.9,0.3458454,0.1205084,1.568747,0.1021538,0.6189095,0.01100798,0.000315517,0.4143436,0.2525566,0.07790308,0.1633289
36,0.38117,0.1152972,1.503219,0.1348734,0.6288444,0.01054513,0.000302763,0.397307,0.2823727,0.07469897,0.156696
36.1,0.4309626,0.1378621,1.440429,0.1293409,0.636274,0.01010175,0.000290524,0.4735319,0.2970267,0.07162665,0.1503324
36.2,0.435527,0.1319004,1.380261,0.1240354,0.610177,0.009677006,0.000278779,0.4540617,0.2848491,0.06868069,0.1442273
36.3,0.416482,0.1261966,1.322606,0.1189475,0.5851504,0.009270123,0.00026751,0.470722,0.2731708,0.06585589,0.1547921
36.4,0.4230959,0.1207395,1.357056,0.1140683,0.5611502,0.008880348,0.000256696,0.4513674,0.2619712,0.06314728,0.1485059
36.5,0.4045945,0.1155183,1.33509,0.1093892,0.5850726,0.008506961,0.000246319,0.4328085,0.2512308,0.06055007,0.142475
36.6,0.3869022,0.1105229,1.279322,0.1049021,0.5624036,0.008149275,0.000236361,0.4268613,0.2689544,0.05805968,0.136689
36.7,0.3937668,0.1057435,1.291373,0.100599,0.5734136,0.007806627,0.000226807,0.4638115,0.3037499,0.05567172,0.1311379
36.8,0.4270212,0.1011708,1.272516,0.09647249,0.5498948,0.007478387,0.000217638,0.444741,0.3052545,0.05338197,0.1258123
36.9,0.4083481,0.0967958,1.219362,0.09251521,0.5273407,0.007163947,0.00020884,0.4264546,0.2927396,0.0511864,0.120703
37,0.4609123,0.09603471,1.1826,0.109188,0.5742407,0.006862729,0.000200398,0.40892,0.2807377,0.07020289,0.1158012
37.1,0.4407572,0.09246968,1.133202,0.1047091,0.550688,0.006574176,0.000192297,0.3921065,0.2692279,0.06731549,0.1434192
37.2,0.4557262,0.08847097,1.085868,0.100414,0.5281014,0.006297756,0.000184523,0.3759842,0.25819,0.06454685,0.1375948
37.3,0.4357979,0.08464519,1.04051,0.1093846,0.5064412,0.006032958,0.000177064,0.3605249,0.2960727,0.06189207,0.132007
37.4,0.416741,0.08098484,0.9970474,0.1048977,0.54363,0.005779294,0.000169906,0.3457012,0.2839342,0.05934649,0.1266461
37.5,0.3985175,0.07748278,1.023921,0.1005948,0.5585277,0.005536296,0.000163038,0.4495599,0.2807018,0.0569056,0.1215029
37.6,0.3810909,0.07876133,0.9811506,0.0964684,0.5356195,0.005303515,0.000156447,0.4310754,0.2827102,0.05456511,0.1165686
37.7,0.3644263,0.07535543,0.9401672,0.09251129,0.5136509,0.005080521,0.000150123,0.4744085,0.2711195,0.05232088,0.1118346
37.8,0.4453427,0.0720968,1.027084,0.0887165,0.5445585,0.004866904,0.000144054,0.4549022,0.2785219,0.05645526,0.1604516
37.9,0.4258685,0.1221204,0.9841821,0.08507736,0.5226189,0.004662268,0.000138231,0.5598348,0.2671029,0.05413329,0.1539355
38,0.4072458,0.1168395,0.943072,0.0986708,0.6106342,0.004466237,0.000132643,0.545496,0.2561521,0.05190682,0.1476841
38.1,0.4542323,0.1117869,0.9121778,0.09462333,0.5855889,0.004278447,0.000127281,0.5230669,0.2456503,0.04977192,0.1416865
38.2,0.5217792,0.1069529,0.8740754,0.0907419,0.5756369,0.004098554,0.000122135,0.5015599,0.2535544,0.04772483,0.1359325
38.3,0.4989626,0.1023279,0.8472183,0.09417388,0.5520269,0.003926225,0.000117198,0.4809373,0.2551329,0.04576194,0.1304122
38.4,0.4771436,0.09790288,0.8118294,0.09031088,0.5302694,0.003761142,0.00011246,0.5014308,0.2446729,0.08908698,0.1251161
38.5,0.4562787,0.09366922,0.8802113,0.08660635,0.5157598,0.003602999,0.000107914,0.5537439,0.2426693,0.09022626,0.120035
38.6,0.4756317,0.08961865,0.8477371,0.08305378,0.6266894,0.003451506,0.000103552,0.5328153,0.2665355,0.08651531,0.1151603
38.7,0.5106831,0.08574323,0.8123265,0.07964692,0.6009856,0.003306383,9.94E-05,0.5109076,0.2583421,0.08295698,0.1104836
38.8,0.525232,0.1058967,0.8063296,0.07637982,0.6115158,0.003167361,9.53E-05,0.5699865,0.2621314,0.07954501,0.1071057
38.9,0.5022643,0.102607,0.7726486,0.07324674,0.5864342,0.003034185,9.15E-05,0.5691749,0.2513844,0.07627337,0.1027561
39,0.5036674,0.09816997,0.7649513,0.07024217,0.6091443,0.002906609,8.78E-05,0.5457722,0.2586527,0.07313629,0.0985831
39.1,0.5037023,0.09392476,0.7801613,0.06736086,0.5934557,0.002784397,8.42E-05,0.5808895,0.3058152,0.07012824,0.1419397
39.2,0.5492988,0.08986314,0.7635835,0.06459773,0.5691149,0.002667323,8.08E-05,0.5570051,0.2932772,0.07473288,0.1361755
39.3,0.5252787,0.1006171,0.731688,0.06194794,0.5716534,0.002555171,7.76E-05,0.5341027,0.2812533,0.07165916,0.138921
39.4,0.5605674,0.09626611,0.7011248,0.09451883,0.5482069,0.002447736,7.44E-05,0.6114665,0.2697224,0.06871186,0.1332793
39.5,0.5360546,0.09462888,0.690562,0.1245109,0.5263292,0.002344817,7.14E-05,0.6569117,0.2586643,0.06588578,0.1278668
39.6,0.5126136,0.0905368,0.6617167,0.1194035,0.5520252,0.002246226,6.85E-05,0.6299015,0.2480594,0.06317594,0.122674
39.7,0.5156671,0.08662168,0.6340763,0.1145056,0.5978738,0.002151781,6.58E-05,0.6131745,0.2378894,0.06057755,0.1176921
39.8,0.4931177,0.08287586,0.6153869,0.1098086,0.5733518,0.002061306,6.31E-05,0.5879626,0.3152939,0.05808603,0.1129126
39.9,0.5143194,0.08588591,0.6337692,0.1053042,0.58153,0.001974636,6.06E-05,0.5637873,0.3023674,0.05569699,0.1359205
40,0.5598474,0.08217191,0.6072962,0.1009847,0.5576784,0.00189161,5.81E-05,0.5898474,0.2899708,0.0534062,0.1558911
40.1,0.5353661,0.07861852,0.581929,0.09684231,0.5348051,0.001812074,5.58E-05,0.6023431,0.2780825,0.06422984,0.1495603
40.2,0.5119552,0.07521879,0.6426911,0.09286986,0.5627671,0.001735883,5.35E-05,0.5775766,0.2666815,0.0615881,0.1434865
40.3,0.6237459,0.07196607,0.6158454,0.08906035,0.5742466,0.001662895,5.13E-05,0.5538284,0.255748,0.05905502,0.1376594
40.4,0.5964704,0.06885402,0.6238843,0.08540712,0.5506938,0.001592977,4.93E-05,0.614962,0.2452627,0.05662613,0.132069
40.5,0.5703875,0.06587654,0.5978242,0.08190374,0.5914632,0.001525998,4.73E-05,0.6599852,0.2352074,0.05429713,0.1495411
40.6,0.5454453,0.06302781,0.5728526,0.07854407,0.5672042,0.001461835,4.54E-05,0.6328486,0.2312717,0.05206392,0.1434682
40.7,0.6060314,0.08305458,0.5645987,0.0753222,0.5439401,0.00140037,4.35E-05,0.6120861,0.2217899,0.04992256,0.1376418
40.8,0.666087,0.07946302,0.541015,0.0722325,0.6391898,0.00134149,4.18E-05,0.7112211,0.2515279,0.04786928,0.1320521
40.9,0.63696,0.07602677,0.5393454,0.06926954,0.6129732,0.001285085,4.01E-05,0.6819778,0.2412156,0.04590044,0.1266893
41,0.6345129,0.09573996,0.5168166,0.06642812,0.5878319,0.001231052,3.85E-05,0.6539369,0.2313262,0.04401258,0.1215444
41.1,0.6691737,0.09159984,0.4952287,0.06370325,0.5766068,0.001179291,3.69E-05,0.6745915,0.222456,0.04220237,0.1166084
41.2,0.6399116,0.08763876,0.5066617,0.07852611,0.5565514,0.001129706,3.54E-05,0.6917039,0.2907914,0.04046661,0.1366671
41.3,0.6119291,0.08384896,0.5111,0.07530499,0.5930812,0.001082206,3.40E-05,0.6667214,0.2788694,0.03880225,0.1311169
41.4,0.6522931,0.08046819,0.5910575,0.07221599,0.5952439,0.001036703,3.26E-05,0.6727166,0.2674362,0.03720633,0.1698152
41.5,0.6764619,0.07698847,0.5663686,0.06925371,0.5708298,0.000993113,3.13E-05,0.6450565,0.2564718,0.03567606,0.1629188
41.6,0.6468811,0.07365923,0.542711,0.06641293,0.547417,0.000951357,3.00E-05,0.64671,0.2509646,0.03420872,0.1563026
41.7,0.6185939,0.08472204,0.5200415,0.06368869,0.5866312,0.000911356,2.88E-05,0.7826627,0.2604956,0.03280174,0.149955
41.8,0.6812853,0.08105838,0.5066076,0.06107619,0.5625703,0.000873036,2.76E-05,0.752727,0.2678159,0.03145262,0.1512655
41.9,0.6514935,0.07755314,0.4854462,0.05857086,0.5394963,0.000836328,2.65E-05,0.7217771,0.2568358,0.03015899,0.1451225
42,0.7497306,0.07419948,0.4651687,0.07261676,0.5173687,0.000801164,2.55E-05,0.6920998,0.246306,0.06475841,0.139229
42.1,0.8695731,0.07099084,0.4990866,0.06963803,0.4961486,0.000767478,2.44E-05,0.6636427,0.2573903,0.06209493,0.1335748
42.2,0.9545185,0.06792095,0.5179163,0.06678149,0.5231659,0.000735208,2.34E-05,0.705641,0.2759719,0.059541,0.1300286
42.3,1.052553,0.06498382,0.4962825,0.06404213,0.5017081,0.000704295,2.25E-05,0.7790111,0.2646575,0.05709212,0.1656536
42.4,1.17341,0.0621737,0.4755524,0.06141514,0.5936103,0.000674682,2.16E-05,0.8025059,0.253807,0.06465479,0.1904956
42.5,1.235806,0.0594851,0.4704631,0.0588959,0.5692632,0.000646314,2.07E-05,0.7695093,0.2434013,0.06199558,0.1827594
42.6,1.619935,0.05691276,0.4508115,0.05648,0.5459147,0.000619139,1.99E-05,0.7378693,0.2358898,0.05944574,0.1753374
42.7,1.549098,0.05445166,0.4319808,0.0541632,0.6055418,0.000593107,1.91E-05,0.8393556,0.2354516,0.05700077,0.1682168
42.8,1.657966,0.05209699,0.5339136,0.05194144,0.5807053,0.000568169,1.83E-05,0.8048438,0.2257984,0.05465636,0.1935043
